word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
why,why,neutral,0,interrogative adverb,Mengapa; kenapa (kata pinjaman Bahasa Inggeris).,Why are you late?,general,"['mengapa', 'kenapa']",False
pasai,pasal,neutral,0,preposition,Mengenai; tentang; hal (bentuk tidak formal/dialek bagi 'pasal').,Dia bercerita pasai kejadian itu.,informal communication,"['pasal', 'tentang', 'mengenai']",False
betetak,tetak,negative,-0.7,verb,Saling menetak; bergaduh dengan senjata tajam.,Mereka betetak menggunakan parang.,"crime, conflict","['berbunuhan', 'bergaduh', 'berlawan']",True
Malaysia..Kite,Malaysia,neutral,0,proper noun,Nama sebuah negara di Asia Tenggara (gabungan 'Malaysia' dan 'kita').,Malaysia..Kite perlu bersatu.,"geography, politics","['negara', 'Asia Tenggara']",False
pisau,pisau,neutral,0,noun,Alat bermata tajam yang digunakan untuk memotong.,Dia menggunakan pisau untuk memotong buah.,"general, kitchen","['parang', 'gunting']",False
Klau,kalau,neutral,0,conjunction,Apabila; jika (bentuk tidak formal bagi 'kalau').,"Klau dia datang, beritahu saya.",informal communication,"['kalau', 'jika', 'andai']",False
gara2,gara-gara,negative,-0.3,preposition,Akibat sesuatu; disebabkan oleh (bentuk tidak formal bagi 'gara-gara').,Dia dimarahi gara2 lambat.,general,"['disebabkan', 'akibat']",False
"aja,full",saja,neutral,0,particle,Cuma; hanya; penuh (gabungan 'aja' dan 'full').,"Biar dia aja,full.",informal communication,"['saja', 'hanya', 'penuh']",False
Patut,patut,positive,0.5,adjective,Sesuai; wajar; elok.,Patutlah dia berjaya.,general,"['wajar', 'sesuai', 'layak']",True
mobilya,mobilya,neutral,0,noun,Perabot; kelengkapan rumah (kata pinjaman yang kurang umum atau dialek).,Kami membeli mobilya baru untuk ruang tamu.,"home, commerce","['perabot', 'kelengkapan']",False
knapa,kenapa,neutral,0,interrogative adverb,Mengapa; sebab apa (bentuk tidak formal bagi 'kenapa').,Knapa dia tak datang?,informal communication,"['kenapa', 'mengapa']",False
Tak,tidak,neutral,0,adverb,Tidak (bentuk tidak formal).,Dia Tak suka makan sayur.,general,"['tidak', 'bukan']",False
hola,hola,positive,0.3,interjection,"Hai; salam (kata sapaan, pinjaman dari Bahasa Sepanyol).",Hola! Apa khabar?,informal communication,"['hai', 'salam']",False
dadah,dadah,negative,-0.8,noun,Bahan terlarang yang boleh menyebabkan ketagihan dan kemudaratan kepada kesihatan.,Penyalahgunaan dadah adalah masalah sosial yang serius.,"health, crime, law","['narkotik', 'ubat-ubatan terlarang', 'candu']",False
🤣🤣🤣🤣🤣,😂,positive,0.9,emoji/interjection,Ekspresi tawa yang sangat kuat atau geli hati.,Lawak itu memang kelakar 🤣🤣🤣🤣🤣,"general, social media","['haha', 'lol', 'ketawa']",False
Jumpa,jumpa,neutral,0,verb,Berjumpa atau menemui seseorang atau sesuatu.,Mari kita jumpa esok.,general,"['bertemu', 'menemui', 'bersua']",True
korg,korang,neutral,0,pronoun (slang),"Singkatan dari 'korang', merujuk kepada 'kamu semua' atau 'kalian' (digunakan dalam perbualan tidak rasmi).",Korg dah makan ke?,"general, social media","['kalian', 'kamu semua', 'awak semua']",False
bosskur,bos,positive,0.6,interjection/title (slang),"Ungkapan sapaan atau pujian yang popular di Malaysia, sering digunakan untuk menunjukkan rasa hormat atau kagum, atau sekadar sapaan mesra.",Terbaiklah bosskur!,"general, social media","['tuan', 'bro', 'sifu', 'padu']",False
lama2...biar,"lama, biar",neutral,0,adverb/verb phrase,"Gabungan 'lama-lama' (akhirnya, seiring waktu) dan 'biar' (membiarkan, membenarkan). Mengisyaratkan sesuatu yang akan terjadi jika dibiarkan berlarutan.",Kalau lama2...biar je dia buat apa dia nak.,general,"['akhirnya', 'lambat laun', 'kemudian']",False
Best,best,positive,0.8,adjective,"Sangat baik, paling bagus, paling unggul. (Dipengaruhi dari perkataan Inggeris 'best').",Makanan kat sini memang best!,general,"['terbaik', 'bagus', 'cemerlang', 'hebat']",True
cik,cik,neutral,0,noun/title,"Singkatan bagi 'encik' atau 'cikpuan', digunakan sebagai gelaran hormat untuk wanita atau guru.",Cikgu Siti sedang mengajar.,"general, education","['puan', 'encik', 'tuan']",False
teruskan,terus,neutral,0,verb,Menyuruh atau meminta sesuatu diteruskan; melanjutkan.,Teruskan usaha anda.,general,"['lanjutkan', 'sambung', 'kekalkan']",True
mahu,mahu,neutral,0,verb,Keinginan untuk melakukan atau memiliki sesuatu; hendak.,Saya mahu membeli buku itu.,general,"['hendak', 'ingin', 'nak']",True
rpur,perompak/rompak,negative,-0.5,unknown/slang,"(Tidak diketahui secara rasmi, kemungkinan salah eja atau singkatan. Jika merujuk kepada 'perompak', ia bermaksud seseorang yang merompak.)",Konteks diperlukan untuk memahami 'rpur'.,unknown (potentially crime),"['perompak', 'penyamun', 'rampok']",False
m,m,neutral,0,unknown/abbreviation,"(Tidak diketahui, mungkin singkatan atau ralat taip. Bergantung kepada konteks penggunaan.)",Sila berikan konteks untuk 'm'.,general,[],False
aku..,aku,neutral,0,pronoun,"Kata ganti nama diri pertama, merujuk kepada diri sendiri (lebih kasual berbanding 'saya'). Tiga titik menunjukkan jeda atau pemikiran.",Aku.. tak tahu nak cakap apa.,general,"['saya', 'beta', 'patik']",False
maaf,maaf,neutral,0,noun/interjection,Permintaan kemaafan atau pengampunan.,Maafkan saya atas kesilapan ini.,"general, social","['ampun', 'kemaafan', 'bermaafan']",False
Bodoh,bodoh,negative,-0.7,adjective,Kurang akal; tidak cerdik; dungu.,Jangan buat keputusan bodoh.,general,"['dungu', 'bebal', 'pandai']",True
Respect,respect,positive,0.7,noun/interjection,"Rasa hormat, penghargaan, atau kagum. (Dipengaruhi dari perkataan Inggeris 'respect').",Saya sangat respect dengan usahanya.,"general, social","['hormat', 'penghargaan', 'kagum']",False
emas,emas,positive,0.4,noun,"Logam berharga yang berwarna kuning keemasan, digunakan sebagai perhiasan atau simpanan nilai.",Cincin itu diperbuat daripada emas tulen.,"finance, jewelry, materials","['perak', 'permata', 'berlian']",False
saman,saman,negative,-0.6,noun/verb,Notis denda atau perintah hadir ke mahkamah atas kesalahan yang dilakukan.,Dia dikenakan saman kerana memandu laju.,"law, public services","['denda', 'hukuman', 'notis']",True
kuattttt,kuat,positive,0.5,adjective/adverb,Sangat kuat; menekankan tahap kekuatan atau intensiti yang tinggi.,Suara dia kuattttt sangat.,general,"['sangat kuat', 'perkasa', 'gagah']",True
tahniah,tahniah,positive,0.8,interjection,Ungkapan kegembiraan atau penghargaan atas kejayaan seseorang.,Tahniah atas kejayaan anda!,"general, social","['syabas', 'selamat', 'pujian']",False
laaaa,lah,neutral,0,particle/interjection,"Penegas atau partikel seruan yang memanjangkan 'lah', menunjukkan penekanan, kebosanan, rayuan, atau keluhan.",Cepatlah laaaa!,"general, informal","['lah', 'pula', 'sahaja']",False
kalini,kali ini,neutral,0,adverbial phrase (contraction),"Singkatan dari 'kali ini', merujuk kepada tempoh atau kejadian pada masa sekarang.","Kalini, saya pasti berjaya.",general,"['kali ini', 'pada masa ini', 'sekarang']",False
nombor,nombor,neutral,0,noun,"Angka atau digit yang digunakan untuk mengira, mengukur, atau mengenal pasti.",Berikan saya nombor telefon anda.,"general, mathematics","['angka', 'digit', 'bilangan']",False
enakan,enak,positive,0.6,verb,Menjadikan sesuatu terasa enak; menikmati sesuatu.,Mereka enakan suasana malam itu.,general,"['menyenangkan', 'menikmati', 'menyedapkan']",True
mnyamun,samun,negative,-0.8,verb (misspelling of 'menyamun'),Melakukan kegiatan samun; merampas harta orang lain dengan kekerasan atau ancaman.,Penjenayah itu mnyamun bank.,"crime, law","['merompak', 'merampas', 'mencuri']",True
perompak,rompak,negative,-0.9,noun,Orang yang merompak; penyamun.,Polis berjaya menangkap perompak itu.,"crime, law","['penyamun', 'pencuri', 'penjenayah']",False
want,want,neutral,0,"verb (English, used in Malay informal contexts)",Keinginan untuk melakukan atau memiliki sesuatu. (Perkataan Inggeris yang digunakan dalam percakapan kasual Melayu).,I want to eat that.,"general, informal","['mahu', 'hendak', 'ingin']",True
hati?,hati,neutral,0,noun (interrogative use),"Organ dalaman; juga merujuk kepada perasaan, emosi, atau tumpuan. Tanda soal menunjukkan pertanyaan atau keraguan.",Jaga hati-hati ya? / Apa dalam hati dia?,"general, anatomy, emotion","['jantung', 'perasaan', 'emosi']",False
komentar,komentar,neutral,0,noun,"Ulasan, pandangan, atau pendapat terhadap sesuatu.",Sila berikan komentar anda.,"general, media, social","['ulasan', 'pendapat', 'pandangan']",False
utk,untuk,neutral,0,preposition (contraction),Singkatan dari 'untuk'; bagi tujuan atau faedah.,Ini hadiah utk awak.,general,"['untuk', 'bagi']",False
betul,betul,positive,0.6,adjective/adverb,Benar; tidak salah; tepat; sahih.,Jawapan anda betul.,general,"['benar', 'tepat', 'salah']",True
besar,besar,neutral,0,adjective,Tidak kecil; mempunyai saiz yang luas atau tinggi.,Rumah itu sangat besar.,general,"['luas', 'tinggi', 'kecil']",True
"tengok,",tengok,neutral,0,verb,Melihat dengan mata; memerhatikan. Koma menunjukkan jeda.,"Tolong tengok, ada apa di sana.",general,"['lihat', 'pandang', 'perhati']",True
penyamunnya,samun,negative,-0.9,noun,"Orang yang melakukan samun (rampok), dengan penegas '-nya' merujuk kepada penyamun tertentu.",Penyamunnya berjaya ditangkap.,"crime, law","['perompak', 'pencuri', 'penjenayah']",False
dulu,dulu,neutral,0,adverb,Pada masa yang telah lalu; sebelum ini.,Dia tinggal di sini dulu.,general,"['dahulu', 'sebelum', 'kemudian']",False
slow,slow,neutral,-0.2,adjective/adverb,Perlahan; tidak cepat. (Dipengaruhi dari perkataan Inggeris 'slow').,Kerja dia memang slow.,general,"['perlahan', 'lambat', 'cepat']",True
😌,😌,positive,0.7,emoji/interjection,"Ekspresi kelegaan, kepuasan, atau kedamaian.",Akhirnya selesai juga kerja ni 😌,"general, social media","['lega', 'tenang', 'puas']",False
Wekkkk,wek,negative,-0.4,interjection,"Bunyi atau ungkapan yang menunjukkan rasa jijik, tidak setuju, atau ejekan.","Wekkkk, busuknya!","general, informal","['eww', 'jijik', 'geli']",False
kah,kah,neutral,0,interrogative particle,Partikel penegas atau penanya yang diletakkan di hujung kata untuk membentuk soalan (lebih formal/lama berbanding 'ke').,Siapakah gerangan dia?,"general, linguistics","['ke', 'bukan']",False
komen,komen,neutral,0,noun/verb,Ulasan atau pendapat yang diberikan. (Dipengaruhi dari perkataan Inggeris 'comment').,Sila komen di bawah.,"general, social media","['komentar', 'ulasan', 'pendapat']",True
Yg,yang,neutral,0,conjunction/relative pronoun (contraction),Singkatan dari 'yang'; digunakan untuk menghubungkan klausa atau sebagai kata ganti nama relatif.,Buku yg saya baca.,general,['yang'],False
tu..terkejut,"itu, kejut",negative,-0.3,pronoun/verb phrase,Gabungan 'itu' (dengan elipsis) dan 'terkejut' (merasa terperanjat secara tiba-tiba).,Dia nampak hantu tu..terkejut betul dia.,"general, emotion","['terperanjat', 'tergempar', 'kejutan']",True
sikit,sedikit,neutral,0,adjective/adverb (colloquial),Sedikit; tidak banyak.,Ambil sikit saja.,general,"['sedikit', 'kurang', 'banyak']",True
segere,segera,neutral,0,adverb (misspelling of 'segera'),Dengan segera; tanpa berlengah-lengah.,Lakukan segere!,general,"['segera', 'cepat', 'lekas']",True
…,ellipsis,neutral,0,punctuation,"Tanda elipsis; menunjukkan jeda, pemotongan ayat, atau sesuatu yang tidak diucapkan.",Dia hanya diam…,"general, linguistics",[],False
libat,libat,neutral,0,verb,Memasukkan atau mengikut sertakan; melibatkan.,Jangan libatkan saya dalam hal ini.,general,"['masukkan', 'sertakan', 'babit']",True
Bagus,bagus,positive,0.8,adjective,Baik; elok; sempurna.,Kerja awak bagus sekali.,general,"['baik', 'elok', 'cemerlang', 'buruk']",True
lnggar,langgar,negative,-0.6,verb (misspelling of 'langgar'),Melanggar; terlanggar sesuatu atau melakukan pelanggaran (peraturan).,Kereta itu lnggar tiang.,"crime, law, transport","['melanggar', 'bertembung', 'langgaran']",True
cmni,macam ini,neutral,0,adverbial phrase (contraction),Singkatan dari 'macam ini' atau 'macam ni'; seperti ini.,Kenapa jadi cmni?,"general, informal","['macam ini', 'begini']",False
btl,betul,positive,0.6,adjective/adverb (contraction of 'betul'),"Singkatan dari 'betul'; benar, tepat, atau sungguh.","Ya, btl tu.","general, informal","['betul', 'benar', 'sungguh']",True
train,kereta api,neutral,0,noun,"Kenderaan darat yang bergerak di atas rel, terdiri daripada gerabak-gerabak yang ditarik oleh lokomotif.",Saya menaiki train untuk pulang ke kampung.,transportation,"['lokomotif', 'gerabak']",False
mostly,kebanyakannya,neutral,0,adverb,Sebahagian besar; hampir semua.,Makanan di restoran ini mostly sedap.,general,"['biasanya', 'umumnya']",False
lgi....,lagi,neutral,0,adverb,Menunjukkan penambahan atau pengulangan; masih.,Dia mahu makan lgi.,general,"['pula', 'lagi-lagi']",False
kreta...,kereta,neutral,0,noun,"Kenderaan beroda empat yang digerakkan oleh enjin, biasanya digunakan untuk pengangkutan.",Kreta baharu itu sangat laju.,transportation,"['kenderaan', 'auto']",False
Comel,comel,positive,0.7,adjective,Sangat menarik atau cantik dalam cara yang kecil atau manis.,Kucing itu sangat comel.,general,"['cantik', 'molek', 'kiut']",True
lecet,lecet,negative,-0.4,adjective,Terkikis sedikit; luka kecil pada permukaan kulit atau objek.,Lututnya lecet selepas jatuh.,"health, general","['calar', 'luka', 'terkikis']",True
dari,dari,neutral,0,preposition,"Kata sendi yang menunjukkan punca, asal, tempat, atau waktu.",Dia datang dari rumah.,general,"['daripada', 'oleh']",False
Menyebabkan,sebab,neutral,0,verb,Menjadikan sesuatu berlaku; menimbulkan.,Hujan lebat menyebabkan banjir.,general,"['mengakibatkan', 'menimbulkan']",True
tlangar,terlanggar,negative,-0.5,verb,Terkena sesuatu secara tidak sengaja; melanggar sesuatu.,Kereta itu tlangar pokok.,"accident, transportation","['melanggar', 'bertembung']",True
kuku4,kuku,neutral,0,noun,Bahagian keras yang tumbuh di hujung jari tangan dan kaki manusia atau haiwan.,Dia memotong kuku4nya setiap minggu.,"body parts, health","['jari', 'cakar']",False
Mesti,mesti,neutral,0,modal verb,Harus; wajib; tentu akan.,Awak mesti datang esok.,general,"['harus', 'wajib', 'perlu']",False
rasanya,rasa,neutral,0,adverb,Merujuk kepada perasaan atau sangkaan; agaknya.,Rasanya dia tidak akan datang.,general,"['mungkin', 'agaknya']",False
geram,geram,negative,-0.6,adjective,Berasa sangat marah atau jengkel.,Saya geram dengan tingkah lakunya.,emotion,"['marah', 'jengkel', 'benci']",True
24,dua puluh empat,neutral,0,numeral,Nombor selepas 23 dan sebelum 25.,Bilangan pelajar dalam kelas itu ialah 24.,"mathematics, general","['nombor', 'angka']",False
la,lah,neutral,0,particle,Partikel penegas atau penamat ayat (bentuk tidak formal).,Pergi la cepat!,general,"['lah', 'kah']",False
dia,dia,neutral,0,pronoun,Kata ganti nama diri ketiga tunggal.,Dia sedang membaca buku.,general,"['beliau', 'mereka']",False
kan,bukan,neutral,0,particle,Bentuk ringkas bagi 'bukan' (kata tanya penegas) atau 'akan' (kata bantu masa hadapan).,Cantik kan bunga ni?,general,"['bukan', 'akan']",False
semua...,semua,neutral,0,quantifier,Seluruhnya; setiap satu daripadanya.,Semua pelajar telah hadir.,general,"['seluruh', 'setiap']",True
Tulah,itu,neutral,0,demonstrative pronoun,"Gabungan 'itu' dan partikel penegas 'lah', menunjukkan penekanan atau persetujuan.",Tulah yang saya cakap.,general,"['itulah', 'memang']",False
nanti,nanti,neutral,0,adverb,Pada masa hadapan; tidak lama lagi; sebentar lagi.,Dia akan datang nanti.,"time, general","['kelak', 'kemudian']",False
punya,punya,neutral,0,"verb, auxiliary, possessive marker",Memiliki; kepunyaan. Juga digunakan sebagai penegas atau penanda kepunyaan.,Ini buku saya punya.,general,"['milik', 'ada']",True
mmpoih,mampus,negative,-0.8,verb,Mati (digunakan secara tidak formal atau kasar); binasa.,Biarlah dia mmpoih!,"informal, negative emotion","['mati', 'binasa']",False
Terbunuh,bunuh,negative,-0.9,verb,Mati akibat dibunuh; telah dibunuh.,Dia terbunuh dalam kemalangan itu.,"crime, accident","['mati', 'terkorban']",True
ye,ya,neutral,0,interjection,Kata seru untuk menyatakan persetujuan atau meminta perhatian; bentuk tidak formal bagi 'ya'.,"Ye, betul tu!",general,"['ya', 'betul']",False
Sekian,sekian,neutral,0,"adverb, interjection",Berakhir; sehingga di sini sahaja (digunakan untuk mengakhiri ucapan atau penulisan).,"Sekian, terima kasih.","formal, communication","['tamat', 'selesai']",False
Undang2,undang-undang,neutral,0,noun,Aturan atau peraturan yang ditetapkan oleh pihak berkuasa untuk mengawal tingkah laku masyarakat.,Undang2 negara ini sangat ketat.,"law, politics","['peraturan', 'akta', 'hukum']",False
penuh,penuh,neutral,0,adjective,Berisi sehingga tiada ruang lagi; lengkap.,Botol itu penuh dengan air.,general,"['berisi', 'lengkap', 'sarat']",True
polisi,polisi,neutral,0,noun,(1) Strategi atau rancangan tindakan rasmi; (2) Pihak berkuasa yang menjaga keamanan dan ketenteraman awam.,Kerajaan telah mengeluarkan polisi baharu.,"politics, law enforcement","['dasar', 'strategi', 'polis']",False
satu,satu,neutral,0,numeral,Nombor pertama; tunggal; seluruh.,Dia membeli satu buku.,"general, mathematics","['tunggal', 'sendiri']",False
bangga,bangga,positive,0.7,adjective,Berasa gembira dan berpuas hati dengan pencapaian diri atau orang lain.,Saya bangga menjadi rakyat Malaysia.,emotion,"['megah', 'berpuas hati', 'sombong']",True
ini,ini,neutral,0,demonstrative pronoun,Kata tunjuk untuk menunjukkan sesuatu yang dekat.,Buku ini milik saya.,general,['itu'],False
jangan,jangan,neutral,0,prohibitive particle,Kata larangan; tidak boleh.,Jangan sentuh meja itu.,general,"['tidak boleh', 'usah']",False
prompak,perompak,negative,-0.8,noun,Orang yang melakukan rompakan; penyamun.,Prompak itu telah ditangkap.,crime,"['penyamun', 'pencuri', 'penyangak']",False
halal,halal,positive,0.6,adjective,Dibenarkan oleh syarak (hukum Islam); sah di sisi undang-undang.,Makanan ini halal untuk dimakan.,"religion, food","['sah', 'dibenarkan', 'haram']",True
aktiviti,aktiviti,neutral,0,noun,Kegiatan; sesuatu yang dilakukan.,Mereka melakukan pelbagai aktiviti riadah.,"general, recreation","['kegiatan', 'acara', 'program']",False
tu,itu,neutral,0,demonstrative pronoun,"Bentuk tidak formal bagi 'itu', menunjukkan sesuatu yang jauh.",Barang tu dah lama.,general,"['itu', 'ini']",False
menyusahkan,susah,negative,-0.6,verb,Menjadikan seseorang berasa susah atau terbeban; menimbulkan masalah.,Perkara itu menyusahkan semua pihak.,general,"['membebankan', 'merumitkan', 'memudahkan']",True
😅,(emoji),neutral,0,emoji,"Emoji yang menunjukkan senyuman dengan titisan peluh, melambangkan kelegaan, rasa malu yang ringan, atau situasi yang janggal.",Saya hampir jatuh tadi 😅.,informal communication,"['🙂', '😥', '😌']",False
Hamidi,Hamidi,neutral,0,proper noun,Nama diri seorang lelaki.,Hamidi sedang bekerja.,personal,[],False
tetak,tetak,negative,-0.8,verb,Memotong atau memancung dengan pukulan kuat menggunakan senjata tajam.,Dia cuba tetak batang pokok itu.,"action, violence","['pancung', 'potong', 'kerat']",True
malu.,malu,negative,-0.5,adjective,Berasa segan atau aib; berasa tidak selesa atau canggung.,Dia berasa malu apabila ditegur.,emotion,"['segan', 'aib', 'bangga']",True
perompak.,rompak,negative,-0.8,noun,Orang yang melakukan rompakan; penyamun.,Perompak itu telah ditangkap.,crime,"['penyamun', 'pencuri', 'penyangak']",False
padah,padah,negative,-0.6,noun,Akibat buruk; balasan buruk (daripada perbuatan yang salah).,Perbuatan jahatnya mendapat padah.,"general, morality","['akibat', 'balasan', 'kesan']",False
❤,(emoji),positive,0.9,emoji,"Emoji berbentuk hati, melambangkan cinta, kasih sayang, atau persetujuan.",Saya sayang awak ❤.,"informal communication, emotion","['😍', '🥰', 'sukakan']",False
🤣🤣🤣..,(emoji),positive,0.8,emoji,Emoji yang menunjukkan gelak tawa yang sangat kuat sehingga menitiskan air mata.,Lawak gila 🤣🤣🤣.,"informal communication, emotion","['😂', '😆', 'ketawa']",False
macam,macam,neutral,0,"preposition, adverb",Menyerupai; seperti; jenis.,Dia pandai macam ayah dia.,general,"['seperti', 'jenis', 'serupa']",True
dibilang,bilang,neutral,0,verb,Dikatakan; diceritakan; dihitung.,Dia dibilang sakit.,"general, communication","['dikatakan', 'disebut', 'dihitung']",True
tepi,tepi,neutral,0,"noun, adverb",Bahagian sisi; pinggir.,Dia duduk di tepi sungai.,"general, spatial","['sisi', 'pinggir', 'tengah']",False
masti,mesti,neutral,0,"modal verb, adverb",Harus; wajib; tentu akan (kemungkinan salah ejaan untuk 'mesti').,Awak masti datang esok.,general,"['harus', 'wajib', 'perlu']",False
jahat,jahat,negative,-0.7,adjective,Tidak baik; keji; tidak bermoral.,Penjahat itu sangat jahat.,"morality, crime","['keji', 'zalim', 'baik']",True
bunyikn,bunyi,neutral,0,verb,Membuat sesuatu mengeluarkan bunyi; membunyikan.,Tolong bunyikn loceng itu.,"general, sound","['mengeluarkan bunyi', 'melaungkan']",True
ja,saja,neutral,0,"particle, adverb",Hanya; semata-mata; sekadar (bentuk tidak formal bagi 'saja').,Ambil ja satu.,general,"['saja', 'sahaja']",False
bank,bank,neutral,0,noun,Institusi kewangan yang menerima simpanan dan memberi pinjaman.,Saya pergi ke bank untuk mengeluarkan wang.,finance,"['institusi kewangan', 'tabung']",False
kenderaannya,kenderaan,neutral,0,noun,"Sesuatu yang digunakan untuk bergerak atau mengangkut, cth. kereta, basikal, motosikal (dengan imbuhan kepunyaan -nya).",Dia memandu kenderaannya perlahan.,transportation,"['pengangkutan', 'alat gerak']",False
untuk,untuk,neutral,0,preposition,Demi; bagi; bertujuan.,Hadiah ini untuk awak.,general,"['bagi', 'demi']",False
Shld,should,neutral,0,modal verb,Singkatan untuk 'should' (sepatutnya; harus).,You shld come. (Anda sepatutnya datang.),general,"['must', 'ought to']",True
trhegeh2,terhegeh-hegeh,negative,-0.4,"adjective, adverb",Bergerak atau bertindak dengan perlahan dan lambat; leka atau tidak cekap.,"Janganlah trhegeh2, cepat sikit!","general, behavior","['lambat', 'teragak-agak', 'malas', 'cepat']",True
kongsi,kongsi,neutral,0,verb,Berkongsi; menggunakan bersama.,Mari kita kongsi makanan ini.,"social, general","['berkongsi', 'bahagi', 'bekerjasama']",True
akak,kakak,neutral,0,noun,Panggilan tidak formal untuk kakak atau wanita yang lebih tua.,Akak saya pandai memasak lauk kegemaran keluarga.,general,"['kakak', 'abang', 'adik']",False
bende,benda,neutral,0,noun,Kata tidak formal untuk 'benda' (sesuatu).,Bende tu mahal sangat sampai tak mampu beli.,general,"['benda', 'barang', 'sesuatu']",False
duit..main,"duit, main",neutral,0,"noun, verb",Gabungan kata 'duit' (wang) dan 'main' (bermain). Boleh merujuk kepada wang untuk bermain atau sesuatu yang dipermainkan dengan wang.,Dia hanya ada duit..main untuk berjudi.,general,"['wang', 'bermain', 'judi']",False
klau,kalau,neutral,0,conjunction,Kata tidak formal untuk 'kalau' (jika).,"Klau awak setuju, kita boleh teruskan perancangan ini.",general,"['kalau', 'jika', 'sekiranya']",False
pakai,pakai,neutral,0,verb,Menggunakan sesuatu; mengenakan pakaian.,Dia suka pakai baju baru setiap kali keluar rumah.,general,"['guna', 'kenakan', 'sarung']",True
sekor2,seekor-seekor,neutral,0,adverb,"Kata tidak formal untuk 'seekor-seekor' (satu per satu, biasanya untuk haiwan).",Kucing-kucing itu datang sekor2 untuk makan makanan.,general,"['satu-satu', 'seekor-seekor', 'berasingan']",False
"ajaa,,cuba","saja, cuba",neutral,0,"adverb, verb",Gabungan kata tidak formal 'saja' (hanya) dan 'cuba' (mencuba).,"Ajaa,,cuba buat yang terbaik, jangan putus asa.",general,"['hanya', 'cuba', 'usaha']",True
tmpt,tempat,neutral,0,noun,Kata tidak formal untuk 'tempat' (lokasi).,"Tmpt ni cantik sangat, sesuai untuk bergambar.",general,"['tempat', 'lokasi', 'kawasan']",False
AGAK,agak,neutral,0,adverb,Sedikit; lumayan; lebih kurang.,Makanan ini AGAK pedas untuk selera saya.,general,"['sedikit', 'cukup', 'kira-kira']",False
SDH,sudah,neutral,0,adverb,Singkatan untuk 'sudah' (telah berlaku/selesai).,"Kerja rumah SDH siap, saya boleh berehat sekarang.",general,"['sudah', 'telah', 'usai']",False
Mohon,mohon,neutral,0,verb,Meminta dengan hormat; memohon.,Saya Mohon maaf atas segala kesilapan yang telah berlaku.,general,"['minta', 'pinta', 'rayu']",True
penyerang,serang,negative,-0.6,noun,Individu atau pihak yang menyerang.,Polis sedang memburu penyerang yang menceroboh rumah itu.,crime,"['penceroboh', 'aggressor', 'pemukul']",False
Saspek,suspek,negative,-0.5,noun,Kata tidak formal untuk 'suspek' (seseorang yang disyaki melakukan jenayah).,Polis menahan Saspek utama dalam kes rompakan bank.,crime,"['suspek', 'tertuduh', 'pesalah']",False
semangat,semangat,positive,0.7,noun,Daya hidup; kekuatan jiwa; keghairahan.,Dia mempunyai semangat yang kuat untuk mencapai kejayaan.,general,"['motivasi', 'keazaman', 'jiwa']",False
rakaman.,rakam,neutral,0,noun,Sesuatu yang telah dirakam (audio/video).,Rakaman. CCTV menunjukkan kejadian itu dengan jelas.,"general, technology","['rekod', 'catatan', 'klip']",False
bangsa,bangsa,neutral,0,noun,"Kumpulan manusia berdasarkan keturunan, budaya, atau negara.",Kita semua adalah satu bangsa Malaysia yang bersatu padu.,"sociology, politics","['kaum', 'etnik', 'negara']",False
pulak..,pula,neutral,0,adverb,Kata tidak formal untuk 'pula' (lagi; kemudian; dalam giliran).,Dia pulak.. yang kena selesaikan masalah ini.,general,"['lagi', 'kemudian', 'bergilir']",False
"syarat,",syarat,neutral,0,noun,Ketentuan atau peraturan yang mesti dipatuhi.,"Pembelian ini ada banyak syarat, yang perlu dipatuhi.","general, legal","['ketentuan', 'peraturan', 'terma']",False
dikirim,kirim,neutral,0,verb,Telah dihantar atau diposkan (kata kerja pasif).,Surat itu dikirim semalam dan dijangka tiba hari ini.,general,"['dihantar', 'diposkan', 'disampaikan']",True
KECUALI,kecuali,neutral,0,conjunction,Melainkan; selain daripada.,Semua pelajar hadir KECUALI dia yang sakit.,general,"['melainkan', 'selain', 'tanpa']",False
kaga,tidak,neutral,0,adverb,Kata tidak formal untuk 'tidak' atau 'bukan'.,Dia kaga datang ke majlis semalam.,"general, informal","['tidak', 'bukan', 'tak']",False
punn...klau,"pun, kalau",neutral,0,"particle, conjunction",Gabungan kata tidak formal 'pun' (juga/malah) dan 'kalau' (jika).,"Punn...klau hujan, kita tetap akan pergi juga.",general,"['juga', 'kalau', 'jika']",False
.tapi,tapi,neutral,0,conjunction,Kata hubung yang menunjukkan pertentangan; tetapi.,Dia cerdik .tapi malas sedikit.,general,"['tetapi', 'namun', 'kecuali']",False
secara,cara,neutral,0,adverb,Mengikut cara; dengan cara.,Dia bekerja secara sukarela tanpa mengharapkan balasan.,general,"['dengan', 'mengikut', 'melalui']",False
anak,anak,neutral,0,noun,Zuriat; keturunan; budak.,Anak itu sedang bermain di taman dengan riang.,"family, general","['zuriat', 'budak', 'kanak-kanak']",False
Potong,potong,neutral,0,verb,Memisahkan dengan alat tajam; mengurangkan.,Tukang gunting itu Potong rambut saya dengan kemas.,general,"['kerat', 'penggal', 'kurangkan']",True
Memang,memang,neutral,0,adverb,Sungguh; benar-benar; sudah sedia demikian.,"Memang dia yang melakukannya, tiada keraguan lagi.",general,"['sungguh', 'benar', 'sesungguhnya']",False
